lemma,pos,cefr,gender,word,plural,pluralPattern,singularOnly,pluralOnly,governedCase,partizipII,auxiliary,praesens3sg,isSeparable,exampleDE,exampleEN,sourceLine,verification
ab,other,A1,,ab,,,0,0,,,,,0,Ab morgen muss ich arbeiten.,I have to work from tomorrow.,ab	Ab morgen muss ich arbeiten.	I have to work from tomorrow.,
stehen,verb,A1,,stehen,,,0,0,,,,,0,"Ich glaube es nicht, aber es steht in der Zeitung.","I don’t believe it, but it’s written in the newspaper.","stehen(1)	Ich glaube es nicht, aber es steht in der Zeitung.	I don’t believe it, but it’s written in the newspaper.",
die Stelle,noun,A1,die,Stelle,Stellen,-n,0,0,,,,,0,Ich habe eine neue Stelle.,I have a new job.,"die Stelle, -n	Ich habe eine neue Stelle.	I have a new job.",verified
stellen,verb,A1,,stellen,,,0,0,,,,,0,Stell die Tasche rechts in die Ecke!,Put the bag in the corner on the right!,stellen	Stell die Tasche rechts in die Ecke!	Put the bag in the corner on the right!,
der Stock,noun,A1,der,Stock,Stöcke,¨-e,0,0,,,,,0,Unsere Wohnung liegt im ersten Stock.,Our apartment is on the first floor.,der Stock	Unsere Wohnung liegt im ersten Stock.	Our apartment is on the first floor.,verified
die Straße,noun,A1,die,Straße,Straßen,-n,0,0,,,,,0,In welcher Straße wohnen Sie?,Which street do you live on?,"die Straße, -n	In welcher Straße wohnen Sie?	Which street do you live on?",verified
die Straßenbahn,noun,A1,die,Straßenbahn,Straßenbahnen,-en,0,0,,,,,0,Wo fährt die Straßenbahn ab?,Where does the tram depart from?,die Straßenbahn	Wo fährt die Straßenbahn ab?	Where does the tram depart from?,verified
studieren,verb,A1,,studieren,,,0,0,,,,,0,Ich studiere in Mainz.,I study in Mainz.,studieren	Ich studiere in Mainz.	I study in Mainz.,
das Studium,noun,A1,das,Studium,,,1,0,,,,,0,Das Studium beginnt im Oktober.,The studies begin in October.,das Studium	Das Studium beginnt im Oktober.	The studies begin in October.,verified
der Student,noun,A1,der,Student,Studenten,-en,0,0,,,,,0,Ich bin Studentin.,I’m a student (female).,"der Student, -en	Ich bin Studentin.	I’m a student (female).",verified
die Stunde,noun,A1,die,Stunde,Stunden,-n,0,0,,,,,0,Ich bin in einer Stunde zurück.,I’ll be back in an hour.,"die Stunde, -n	Ich bin in einer Stunde zurück.	I’ll be back in an hour.",verified
suchen,verb,A1,,suchen,,,0,0,,,,,0,Suchst du etwas?,Are you looking for something?,suchen	Suchst du etwas?	Are you looking for something?,
tanzen,verb,A1,,tanzen,,,0,0,,,,,0,Tanzen Sie gern?,Do you like dancing?,tanzen	Tanzen Sie gern?	Do you like dancing?,
die Tasche,noun,A1,die,Tasche,Taschen,-n,0,0,,,,,0,Ich habe die Schlüssel in der Tasche.,I have the keys in the bag.,"die Tasche, -n	Ich habe die Schlüssel in der Tasche.	I have the keys in the bag.",verified
das Taxi,noun,A1,das,Taxi,Taxis,-s,0,0,,,,,0,Es gibt heute keinen Bus mehr. Er fährt mit dem Taxi.,There’s no more bus today. He’s taking a taxi.,"das Taxi, -s	Es gibt heute keinen Bus mehr. Er fährt mit dem Taxi.	There’s no more bus today. He’s taking a taxi.",verified
der Tee,noun,A1,der,Tee,Tees,-s,0,0,,,,,0,Ich trinke morgens immer Tee.,I always drink tea in the morning.,der Tee	Ich trinke morgens immer Tee.	I always drink tea in the morning.,verified
der Teil,noun,A1,der,Teil,Teile,-e,0,0,,,,,0,Lies bitte auch den zweiten Teil.,Please also read the second part.,"der Teil, -e	Lies bitte auch den zweiten Teil.	Please also read the second part.",verified
telefonieren,verb,A1,,telefonieren,,,0,0,,,,,0,Darf ich mal telefonieren?,May I make a phone call?,telefonieren	Darf ich mal telefonieren?	May I make a phone call?,
das Telefon,noun,A1,das,Telefon,Telefone,-e,0,0,,,,,0,Haben Sie Telefon?,Do you have a phone?,das Telefon	Haben Sie Telefon?	Do you have a phone?,verified
der Termin,noun,A1,der,Termin,Termine,-e,0,0,,,,,0,Am besten machen wir sofort einen Termin.,It’s best if we schedule an appointment right away.,"der Termin, -e	Am besten machen wir sofort einen Termin.	It’s best if we schedule an appointment right away.",verified
der Test,noun,A1,der,Test,Tests,wiktionary,0,0,,,,,0,Der Test war einfach.,The test was easy.,der Test	Der Test war einfach.	The test was easy.,verified
teuer,other,A1,,teuer,,,0,0,,,,,0,Das ist mir zu teuer.,That’s too expensive for me.,teuer	Das ist mir zu teuer.	That’s too expensive for me.,
der Text,noun,A1,der,Text,Texte,-e,0,0,,,,,0,Lesen Sie bitte diesen Text.,Please read this text.,"der Text, -e	Lesen Sie bitte diesen Text.	Please read this text.",verified
das Thema,noun,A1,das,Thema,Themen,wiktionary,0,0,,,,,0,Wir sprechen heute über das Thema „Essen und Trinken“.,"Today, we’re talking about the topic of food and drink.","das Thema	Wir sprechen heute über das Thema „Essen und Trinken“.	Today, we’re talking about the topic of food and drink.",verified
das Ticket,noun,A1,das,Ticket,Tickets,-s,0,0,,,,,0,Wie viel kostet das Ticket?,How much does the ticket cost?,"das Ticket, -s	Wie viel kostet das Ticket?	How much does the ticket cost?",verified
der Tisch,noun,A1,der,Tisch,Tische,-e,0,0,,,,,0,Die Fotos liegen auf dem Tisch.,The photos are on the table.,"der Tisch, -e	Die Fotos liegen auf dem Tisch.	The photos are on the table.",verified
die Tochter,noun,A1,die,Tochter,Töchter,-ö,0,0,,,,,0,Das ist meine Tochter Katharina.,This is my daughter Katharina.,"die Tochter, -ö	Das ist meine Tochter Katharina.	This is my daughter Katharina.",verified
die Toilette,noun,A1,die,Toilette,Toiletten,-en,0,0,,,,,0,"Wo ist die Toilette, bitte?","Where is the restroom, please?","die Toilette, -en	Wo ist die Toilette, bitte?	Where is the restroom, please?",verified
die Tomate,noun,A1,die,Tomate,Tomaten,-n,0,0,,,,,0,Die Tomate ist noch grün.,The tomato is still green.,"die Tomate, -n	Die Tomate ist noch grün.	The tomato is still green.",verified
tot,other,A1,,tot,,,0,0,,,,,0,Sein Vater ist schon lange tot.,His father has been dead for a long time.,tot	Sein Vater ist schon lange tot.	His father has been dead for a long time.,
treffen,verb,A1,,treffen,,,0,0,,,,,0,Ich treffe in der Stadt einen Kollegen.,I’m meeting a colleague in the city.,(sich) treffen(1)	Ich treffe in der Stadt einen Kollegen.	I’m meeting a colleague in the city.,
die Treppe,noun,A1,die,Treppe,Treppen,-n,0,0,,,,,0,Die Toilette? Die Treppe hoch und dann links.,The restroom? Up the stairs and then to the left.,"die Treppe, -n	Die Toilette? Die Treppe hoch und dann links.	The restroom? Up the stairs and then to the left.",verified
trinken,verb,A1,,trinken,,,0,0,,,,,0,Möchtest du etwas trinken?,Would you like something to drink?,trinken	Möchtest du etwas trinken?	Would you like something to drink?,
tschüss,other,A1,,tschüss,,,0,0,,,,,0,Junge Leute sagen meistens „tschüss!“ und nicht „auf Wiedersehen“.,Young people mostly say bye and not goodbye.,tschüss	Junge Leute sagen meistens „tschüss!“ und nicht „auf Wiedersehen“.	Young people mostly say bye and not goodbye.,
tun,other,A1,,tun,,,0,0,,,,,0,Ich habe noch etwas zu tun.,I still have something to do.,tun(1)	Ich habe noch etwas zu tun.	I still have something to do.,
über,preposition,A1,,über,,,0,0,wechsel,,,,0,Gehen Sie hier über die Straße.,Cross the street here.,über(1)	Gehen Sie hier über die Straße.	Cross the street here.,
übernachten,verb,A1,,übernachten,,,0,0,,,,,0,Du kannst bei mir übernachten.,You can stay the night at my place.,übernachten	Du kannst bei mir übernachten.	You can stay the night at my place.,
überweisen,verb,A1,,überweisen,,,0,0,,,,,0,Sie können das Geld auch überweisen.,You can also transfer the money.,überweisen	Sie können das Geld auch überweisen.	You can also transfer the money.,
die Uhr,noun,A1,die,Uhr,Uhren,-en,0,0,,,,,0,Es ist vier Uhr.,It’s four o'clock.,die Uhr	Es ist vier Uhr.	It’s four o'clock.,verified
um,preposition,A1,,um,,,0,0,akkusativ,,,,0,Er kommt um sieben Uhr.,He’s coming at seven o'clock.,um(1)	Er kommt um sieben Uhr.	He’s coming at seven o'clock.,
umziehen,verb,A1,,umziehen,,,0,0,,,,,0,Nächsten Monat ziehen wir um.,We are moving next month.,umziehen	Nächsten Monat ziehen wir um.	We are moving next month.,
und,other,A1,,und,,,0,0,,,,,0,Peter und Helmut sind meine Söhne.,Peter and Helmut are my sons.,und	Peter und Helmut sind meine Söhne.	Peter and Helmut are my sons.,
unser-,other,A1,,unser-,,,0,0,,,,,0,Das ist unsere Lehrerin.,This is our teacher.,unser-	Das ist unsere Lehrerin.	This is our teacher.,
unten,verb,A1,,unten,,,0,0,,,,,0,Er wohnt ganz unten im Haus.,He lives at the very bottom of the house.,unten	Er wohnt ganz unten im Haus.	He lives at the very bottom of the house.,
unter,preposition,A1,,unter,,,0,0,wechsel,,,,0,Unter uns wohnt eine Familie mit drei Kindern.,A family with three children lives below us.,unter	Unter uns wohnt eine Familie mit drei Kindern.	A family with three children lives below us.,
der Unterricht,noun,A1,der,Unterricht,,,1,0,,,,,0,Wir haben Unterricht von 8.00 bis 12.00 Uhr.,We have class from 8:00 to 12:00.,der Unterricht	Wir haben Unterricht von 8.00 bis 12.00 Uhr.	We have class from 8:00 to 12:00.,verified
unterschreiben,verb,A1,,unterschreiben,,,0,0,,,,,0,Wo muss ich unterschreiben?,Where do I have to sign?,unterschreiben	Wo muss ich unterschreiben?	Where do I have to sign?,
die Unterschrift,noun,A1,die,Unterschrift,Unterschriften,-en,0,0,,,,,0,Hier fehlt noch Ihre Unterschrift.,Your signature is still missing here.,die Unterschrift	Hier fehlt noch Ihre Unterschrift.	Your signature is still missing here.,verified
der Urlaub,noun,A1,der,Urlaub,Urlaube,-e,0,0,,,,,0,Ich nehme im September Urlaub.,I’m taking a vacation in September.,der Urlaub	Ich nehme im September Urlaub.	I’m taking a vacation in September.,verified
der Vater,noun,A1,der,Vater,Väter,-ä,0,0,,,,,0,Mein Vater ist Arbeiter.,My father is a worker.,"der Vater, -ä	Mein Vater ist Arbeiter.	My father is a worker.",verified
verboten,verb,A1,,verboten,,,0,0,,,,,0,Hier ist Rauchen verboten.,Smoking is forbidden here.,verboten	Hier ist Rauchen verboten.	Smoking is forbidden here.,
verdienen,verb,A1,,verdienen,,,0,0,,,,,0,Ich verdiene 1.500 Euro im Monat.,"I earn 1,500 euros a month.","verdienen	Ich verdiene 1.500 Euro im Monat.	I earn 1,500 euros a month.",
der Verein,noun,A1,der,Verein,Vereine,-e,0,0,,,,,0,Es gibt einen neuen Sportverein in der Stadt.,There’s a new sports club in the city.,der Verein	Es gibt einen neuen Sportverein in der Stadt.	There’s a new sports club in the city.,verified
verheiratet,other,A1,,verheiratet,,,0,0,,,,,0,Ich bin verheiratet und habe drei Kinder.,I am married and have three children.,verheiratet	Ich bin verheiratet und habe drei Kinder.	I am married and have three children.,
verkaufen,verb,A1,,verkaufen,,,0,0,,,,,0,Er verkauft sein altes Auto.,He’s selling his old car.,verkaufen	Er verkauft sein altes Auto.	He’s selling his old car.,
der Verkäufer,noun,A1,der,Verkäufer,Verkäufer,–,0,0,,,,,0,Meine Mutter ist Verkäuferin im Kaufhaus.,My mother is a saleswoman in the department store.,"der Verkäufer, –	Meine Mutter ist Verkäuferin im Kaufhaus.	My mother is a saleswoman in the department store.",verified
vermieten,verb,A1,,vermieten,,,0,0,,,,,0,Die Wohnung ist schon vermietet.,The apartment has already been rented out.,vermieten	Die Wohnung ist schon vermietet.	The apartment has already been rented out.,
der Vermieter,noun,A1,der,Vermieter,Vermieter,wiktionary,0,0,,,,,0,Unser Vermieter heißt Huber. Er wohnt auch hier.,Our landlord’s name is Huber. He lives here too.,der Vermieter	Unser Vermieter heißt Huber. Er wohnt auch hier.	Our landlord’s name is Huber. He lives here too.,verified
verstehen,verb,A1,,verstehen,,,0,0,,,,,0,Können Sie mich verstehen?,Can you understand me?,verstehen	Können Sie mich verstehen?	Can you understand me?,
der Verwandte,noun,A1,der,Verwandte,Verwandten,-n,0,0,,,,,0,Peter besucht seine Verwandten in Polen.,Peter is visiting his relatives in Poland.,"der Verwandte, -n	Peter besucht seine Verwandten in Polen.	Peter is visiting his relatives in Poland.",verified
viel,other,A1,,viel,,,0,0,,,,,0,Hier regnet es viel.,It rains a lot here.,viel	Hier regnet es viel.	It rains a lot here.,
vielleicht,other,A1,,vielleicht,,,0,0,,,,,0,Ich komme vielleicht mit dem Bus.,Maybe I’ll take the bus.,vielleicht	Ich komme vielleicht mit dem Bus.	Maybe I’ll take the bus.,
von,preposition,A1,,von,,,0,0,dativ,,,,0,Das Auto von Felix ist kaputt.,Felix's car is broken.,von(1)	Das Auto von Felix ist kaputt.	Felix's car is broken.,
vor,preposition,A1,,vor,,,0,0,wechsel,,,,0,Der Termin war vor einer Stunde.,The appointment was an hour ago.,vor(1)	Der Termin war vor einer Stunde.	The appointment was an hour ago.,
der Vorname,noun,A1,der,Vorname,Vornamen,-n,0,0,,,,,0,"Ich heiße Müller, mein Vorname ist Eva.","My last name is Müller, my first name is Eva.","der Vorname, -n	Ich heiße Müller, mein Vorname ist Eva.	My last name is Müller, my first name is Eva.",verified
die Vorsicht,noun,A1,die,Vorsicht,,,0,0,,,,,0,Vorsicht! Da kommt ein Auto.,Watch out! A car is coming.,die Vorsicht	Vorsicht! Da kommt ein Auto.	Watch out! A car is coming.,verified
vorstellen,verb,A1,,vorstellen,,,0,0,,,,,1,Wir wollen uns kennenlernen.,Können Sie sich bitte vorstellen? We want to get to know each other. Could you please introduce yourself?,(sich) vorstellen	Wir wollen uns kennenlernen.	Können Sie sich bitte vorstellen? We want to get to know each other. Could you please introduce yourself?,
die Vorwahl,noun,A1,die,Vorwahl,Vorwahlen,wiktionary,0,0,,,,,0,Wie ist die Vorwahl von München?,What’s the area code for Munich?,die Vorwahl	Wie ist die Vorwahl von München?	What’s the area code for Munich?,verified
wandern,verb,A1,,wandern,,,0,0,,,,,0,Wir wandern um den Chiemsee.,We are hiking around Lake Chiemsee.,wandern	Wir wandern um den Chiemsee.	We are hiking around Lake Chiemsee.,
wann,other,A1,,wann,,,0,0,,,,,0,Wann bist du fertig?,When will you be done?,wann(1)	Wann bist du fertig?	When will you be done?,
warten,verb,A1,,warten,,,0,0,,,,,0,Können Sie ein paar Minuten warten?,Can you wait for a few minutes?,warten(1)	Können Sie ein paar Minuten warten?	Can you wait for a few minutes?,
warum,other,A1,,warum,,,0,0,,,,,0,Warum kommt er nicht?,Why isn’t he coming?,warum	Warum kommt er nicht?	Why isn’t he coming?,
was,other,A1,,was,,,0,0,,,,,0,Was ist das?,What is that?,was(1)	Was ist das?	What is that?,
was für ein,other,A1,,was für ein,,,0,0,,,,,0,Was für eine Farbe möchten Sie?,What color would you like?,was für ein	Was für eine Farbe möchten Sie?	What color would you like?,
waschen,verb,A1,,waschen,,,0,0,,,,,0,Wo kann ich mir die Hände waschen?,Where can I wash my hands?,(sich) waschen(1)	Wo kann ich mir die Hände waschen?	Where can I wash my hands?,
das Wasser,noun,A1,das,Wasser,,,1,0,,,,,0,"Ein Glas Wasser, bitte.","A glass of water, please.","das Wasser	Ein Glas Wasser, bitte.	A glass of water, please.",verified
weh tun,other,A1,,weh tun,,,0,0,,,,,0,Ich muss zum Arzt. Mein Bein tut weh.,I need to see the doctor. My leg hurts.,weh tun	Ich muss zum Arzt. Mein Bein tut weh.	I need to see the doctor. My leg hurts.,
weiblich,other,A1,,weiblich,,,0,0,,,,,0,Kreuzen Sie bitte an: weiblich oder „männlich“.,Please check: “female” or “male.”,weiblich	Kreuzen Sie bitte an: weiblich oder „männlich“.	Please check: “female” or “male.”,
der Wein,noun,A1,der,Wein,Weine,-e,0,0,,,,,0,"Nein danke, ich möchte keinen Wein.","No thanks, I don’t want any wine.","der Wein	Nein danke, ich möchte keinen Wein.	No thanks, I don’t want any wine.",verified
weit,other,A1,,weit,,,0,0,,,,,0,Zum Bahnhof ist es nicht weit.,It’s not far to the train station.,weit	Zum Bahnhof ist es nicht weit.	It’s not far to the train station.,
weiter,other,A1,,weiter,,,0,0,,,,,0,Der Bus fährt nicht weiter.,The bus isn’t going any further.,weiter	Der Bus fährt nicht weiter.	The bus isn’t going any further.,
welch-,other,A1,,welch-,,,0,0,,,,,0,Welches Buch möchtest du?,Which book do you want?,welch-	Welches Buch möchtest du?	Which book do you want?,
die Welt,noun,A1,die,Welt,Welten,-en,0,0,,,,,0,Es gibt viele Probleme auf der Welt.,There are many problems in the world.,die Welt	Es gibt viele Probleme auf der Welt.	There are many problems in the world.,verified
wenig,other,A1,,wenig,,,0,0,,,,,0,Ich habe leider nur wenig verstanden.,"Unfortunately, I understood very little.","wenig(1)	Ich habe leider nur wenig verstanden.	Unfortunately, I understood very little.",
wer,other,A1,,wer,,,0,0,,,,,0,Wer ist das?,Who is that?,wer	Wer ist das?	Who is that?,
werden,verb,A1,,werden,,,0,0,,,,,0,Mein Sohn will Arzt werden.,My son wants to become a doctor.,werden(1)	Mein Sohn will Arzt werden.	My son wants to become a doctor.,
das Wetter,noun,A1,das,Wetter,,,1,0,,,,,0,Wir hatten schlechtes Wetter.,We had bad weather.,das Wetter	Wir hatten schlechtes Wetter.	We had bad weather.,verified
wichtig,other,A1,,wichtig,,,0,0,,,,,0,Dieses Formular ist sehr wichtig.,This form is very important.,wichtig	Dieses Formular ist sehr wichtig.	This form is very important.,
wie,other,A1,,wie,,,0,0,,,,,0,Wie heißt du?,What’s your name?,wie(1)	Wie heißt du?	What’s your name?,
wiederholen,verb,A1,,wiederholen,,,0,0,,,,,0,Können Sie das bitte wiederholen?,Could you please repeat that?,wiederholen	Können Sie das bitte wiederholen?	Could you please repeat that?,
das Wiederhören,noun,A1,das,Wiederhören,Wiederhören,-,0,0,,,,,0,Wir müssen jetzt Schluss machen. Also auf Wiederhören!,"We have to end now. So, goodbye!","das Wiederhören	Wir müssen jetzt Schluss machen. Also auf Wiederhören!	We have to end now. So, goodbye!",verified
das Wiedersehen,noun,A1,das,Wiedersehen,Wiedersehen,-,0,0,,,,,0,Auf Wiedersehen!,Goodbye!,das Wiedersehen	Auf Wiedersehen!	Goodbye!,verified
wie viel,other,A1,,wie viel,,,0,0,,,,,0,Wie viel Milch nehmen Sie?,How much milk would you like?,wie viel	Wie viel Milch nehmen Sie?	How much milk would you like?,
willkommen,verb,A1,,willkommen,,,0,0,,,,,0,Herzlich willkommen!,Welcome!,willkommen	Herzlich willkommen!	Welcome!,
der Wind,noun,A1,der,Wind,Winde,-e,0,0,,,,,0,Der Wind kommt aus Osten.,The wind is coming from the east.,der Wind	Der Wind kommt aus Osten.	The wind is coming from the east.,verified
wir,other,A1,,wir,,,0,0,,,,,0,Wir lernen Deutsch.,We are learning German.,wir	Wir lernen Deutsch.	We are learning German.,
wissen,verb,A1,,wissen,,,0,0,,,,,0,"Weißt du, wie er heißt?",Do you know what his name is?,"wissen	Weißt du, wie er heißt?	Do you know what his name is?",
wo,other,A1,,wo,,,0,0,,,,,0,Wo waren Sie im Urlaub?,Where were you on vacation?,wo(1)	Wo waren Sie im Urlaub?	Where were you on vacation?,
woher,other,A1,,woher,,,0,0,,,,,0,Woher kommen Sie?,Where do you come from?,woher	Woher kommen Sie?	Where do you come from?,
wohin,other,A1,,wohin,,,0,0,,,,,0,Wohin fährt dieser Bus?,Where is this bus going?,wohin(1)	Wohin fährt dieser Bus?	Where is this bus going?,
wohnen,verb,A1,,wohnen,,,0,0,,,,,0,Ich wohne in München.,I live in Munich.,wohnen	Ich wohne in München.	I live in Munich.,
die Wohnung,noun,A1,die,Wohnung,Wohnungen,-en,0,0,,,,,0,Seit wann haben Sie diese Wohnung?,How long have you had this apartment?,"die Wohnung, -en	Seit wann haben Sie diese Wohnung?	How long have you had this apartment?",verified
wollen,verb,A1,,wollen,,,0,0,,,,,0,Wollen Sie einen Kaffee trinken?,Do you want to drink some coffee?,wollen	Wollen Sie einen Kaffee trinken?	Do you want to drink some coffee?,
